ingredient_id,ingredient_name,category,energy_kcal,protein_g,fat_g,carb_g,fiber_g,purine_mg,sodium_mg,potassium_mg,phosphorus_mg,cholesterol_mg,water_g,fructose_g,glucose_g,sucrose_g,calcium_mg,iron_mg,vitamin_c_mg
1001,Gạo nếp cái,Ngũ cốc và sản phẩm chế biến,344.0,8.5,1.5,74.5,0.6,,3.0,280.0,98.0,0.0,14.0,,,,32.0,1.2,0.0
1002,Gạo nếp máy,Ngũ cốc và sản phẩm chế biến,346.0,8.4,1.6,74.9,0.5,,3.0,282.0,130.0,0.0,13.9,,,,16.0,1.2,0.0
1003,Gạo tẻ giã,Ngũ cốc và sản phẩm chế biến,344.0,8.1,1.3,75.0,0.7,,5.0,202.0,108.0,0.0,14.0,,,,36.0,0.2,0.0
1004,Gạo tẻ máy,Ngũ cốc và sản phẩm chế biến,344.0,7.9,1.0,75.9,0.4,,5.0,241.0,104.0,0.0,14.0,,,,30.0,1.3,0.0
1005,Gạo lứt,Ngũ cốc và sản phẩm chế biến,345.0,7.5,2.7,72.8,3.4,,5.0,202.0,246.0,0.0,12.4,,,,16.0,2.8,0.0
1006,Kê,Ngũ cốc và sản phẩm chế biến,331.0,7.0,3.0,69.0,3.4,62.0,7.0,249.0,290.0,0.0,14.0,,,,22.0,2.7,0.0
1007,Ngô bắp tươi,Ngũ cốc và sản phẩm chế biến,196.0,4.1,2.3,39.6,1.2,52.0,3.0,306.0,170.0,0.0,52.0,0.2,0.6,,4.0,0.6,12.0
1008,Ngô vàng hạt khô,Ngũ cốc và sản phẩm chế biến,354.0,8.6,4.7,69.4,2.0,,35.0,287.0,190.0,0.0,14.0,,,,30.0,2.3,0.0
1009,Bánh bao nhân thịt,Ngũ cốc và sản phẩm chế biến,219.0,6.1,0.5,47.5,0.5,,,,88.0,0.0,44.0,,,,19.0,1.5,
1010,Bánh đa nem,Ngũ cốc và sản phẩm chế biến,333.0,4.0,0.2,78.9,0.5,,,,65.0,0.0,15.0,,,,20.0,0.3,0.0
1011,Bánh đút,Ngũ cốc và sản phẩm chế biến,52.0,0.9,0.3,11.3,0.1,,,,19.0,0.0,86.6,,,,50.0,0.4,0.0
1012,Bánh mì,Ngũ cốc và sản phẩm chế biến,249.0,7.9,0.8,52.6,0.2,,,,164.0,0.0,37.2,,,,28.0,2.0,0.0
1013,Bánh phở,Ngũ cốc và sản phẩm chế biến,143.0,3.2,0.4,31.7,0.0,,3.0,15.0,64.0,0.0,64.3,,,,16.0,0.3,0.0
1014,Bánh quẩy,Ngũ cốc và sản phẩm chế biến,292.0,8.0,10.8,40.7,0.7,,,,,0.0,38.7,,,,,,0.0
1015,Bổng ngô,Ngũ cốc và sản phẩm chế biến,372.0,8.6,1.6,80.8,3.4,,,,47.0,0.0,3.0,,,,3.0,0.6,0.0
1016,Bột gạo nếp,Ngũ cốc và sản phẩm chế biến,362.0,8.2,1.6,78.8,0.6,,3.0,293.0,148.0,0.0,10.0,,,,12.0,0.8,0.0
1017,Bột gạo tẻ,Ngũ cốc và sản phẩm chế biến,359.0,6.6,0.4,82.2,0.4,,,76.0,135.0,0.0,10.0,,,,24.0,1.9,0.0
1018,Bột mì,Ngũ cốc và sản phẩm chế biến,346.0,10.3,1.1,73.6,0.3,14.0,4.0,186.0,132.0,0.0,14.0,,,,29.0,2.0,0.0
1019,Bột ngô vàng,Ngũ cốc và sản phẩm chế biến,361.0,8.3,4.0,73.0,1.5,,5.0,315.0,170.0,0.0,12.0,,,,15.0,2.1,0.0
1020,Bún,Ngũ cốc và sản phẩm chế biến,72.0,1.7,,25.7,0.5,,,,32.0,0.0,72.0,,,,12.0,0.2,0.0
1021,Cốm,Ngũ cốc và sản phẩm chế biến,297.0,6.1,0.8,66.3,0.6,,,,143.0,0.0,25.0,,,,24.0,1.0,0.0
1022,Mì sợi,Ngũ cốc và sản phẩm chế biến,349.0,11.0,0.9,74.2,0.3,,,,97.0,0.0,13.0,,,,34.0,1.5,0.0
1023,Ngô nếp luộc,Ngũ cốc và sản phẩm chế biến,167.0,3.9,2.2,32.9,1.2,,,,146.0,0.0,59.0,,,,18.0,0.8,0.0
2001,Củ ấu,Khoai củ và thực phẩm chế biến,115.0,3.6,0.5,24.0,1.0,,,,49.0,0.0,69.2,,,,9.0,0.7,5.0
2002,Củ khoai mỡ,Khoai củ và thực phẩm chế biến,127.0,3.1,0.2,28.3,1.8,,12.0,397.0,32.0,0.0,65.5,,,,20.0,2.9,1.0
2003,Củ dong,Khoai củ và thực phẩm chế biến,119.0,1.4,,28.4,2.4,,,,21.0,0.0,66.5,,,,42.0,,
2004,Củ sắn,Khoai củ và thực phẩm chế biến,152.0,1.1,0.2,36.4,1.5,,2.0,394.0,30.0,0.0,60.0,,,,25.0,1.2,34.0
2005,Củ sắn dây,Khoai củ và thực phẩm chế biến,119.0,1.6,0.1,28.0,9.2,,,,45.0,0.0,60.3,,,,28.0,0.2,
2006,Củ súng khô (đã bỏ vỏ),Khoai củ và thực phẩm chế biến,350.0,16.1,0.5,70.3,2.3,,,,720.0,0.0,8.6,,,,100.0,0.2,
2007,Củ từ,Khoai củ và thực phẩm chế biến,92.0,1.5,,21.5,1.2,,,,30.0,0.0,75.5,,,,28.0,0.2,
2008,Khoai lang,Khoai củ và thực phẩm chế biến,119.0,0.8,0.2,28.5,1.3,,31.0,210.0,49.0,0.0,68.0,,,,34.0,1.0,23.0
2009,Khoai lang nghệ,Khoai củ và thực phẩm chế biến,116.0,1.2,0.3,27.1,0.8,,,,56.0,0.0,69.9,,,,36.0,0.9,30.0
2010,Khoai môn,Khoai củ và thực phẩm chế biến,109.0,1.5,0.2,25.2,1.2,,,,44.0,0.0,70.8,,,,44.0,0.8,4.0
2011,Khoai nước,Khoai củ và thực phẩm chế biến,98.0,1.0,0.1,23.3,2.0,,,,35.0,0.0,72.5,,,,52.0,0.2,3.0
2012,Khoai riềng,Khoai củ và thực phẩm chế biến,104.0,0.8,,25.1,2.5,,,,107.0,0.0,70.0,,,,64.0,1.7,
2013,Khoai sọ,Khoai củ và thực phẩm chế biến,114.0,1.8,0.1,26.5,1.2,,10.0,448.0,75.0,0.0,69.0,,,,64.0,1.5,4.0
2014,Khoai tây,Khoai củ và thực phẩm chế biến,93.0,2.0,0.1,20.9,1.0,16.0,7.0,396.0,50.0,0.0,75.0,,,,10.0,1.2,10.0
2015,Miến dong,Khoai củ và thực phẩm chế biến,332.0,0.6,0.1,82.2,1.5,,,,120.0,0.0,14.5,,,,40.0,1.0,
2016,Bột dong lọc,Khoai củ và thực phẩm chế biến,341.0,0.6,,84.7,0.5,,,,18.0,0.0,14.0,,,,37.0,1.7,
2017,Bột khoai lang,Khoai củ và thực phẩm chế biến,334.0,2.2,0.5,80.2,1.6,,,,95.0,0.0,14.0,,,,50.0,2.0,
2018,Bột khoai riềng,Khoai củ và thực phẩm chế biến,337.0,0.2,,84.1,1.5,,,,17.0,0.0,14.0,,,,16.0,,
2019,Bột khoai tây(lọc),Khoai củ và thực phẩm chế biến,345.0,1.0,0.3,84.4,0.4,,,,125.0,0.0,13.6,,,,30.0,3.0,
2020,Bột sắn,Khoai củ và thực phẩm chế biến,333.0,2.4,0.5,79.6,2.2,,,,37.0,0.0,14.0,,,,84.0,,
2021,Bột sắn dây,Khoai củ và thực phẩm chế biến,340.0,0.7,,84.3,0.8,,,,20.0,0.0,14.0,,,,18.0,1.5,
2022,Khoai lang khô,Khoai củ và thực phẩm chế biến,333.0,2.2,0.5,80.0,3.6,,86.0,584.0,137.0,0.0,11.0,,,,95.0,2.78,
2023,Khoai tây khô,Khoai củ và thực phẩm chế biến,330.0,6.6,0.3,75.1,3.4,,25.0,1410.0,180.0,0.0,11.0,,,,37.0,4.3,
2024,Khoai tây lát chiên,Khoai củ và thực phẩm chế biến,525.0,2.2,35.4,49.3,6.3,,,,130.0,0.0,3.0,,,,37.0,2.1,1.0
2025,Sắn khô,Khoai củ và thực phẩm chế biến,340.0,3.0,0.7,80.3,3.0,,,,81.0,0.0,11.0,,,,96.0,7.9,
2026,Trân châu sắn,Khoai củ và thực phẩm chế biến,341.0,1.0,,84.3,0.6,,,,50.0,0.0,14.0,,,,30.0,2.0,
3001,Cùi dừa giả,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",368.0,4.8,36.0,6.2,,,7.0,,154.0,,47.6,,,,30.0,30.0,2.0
3002,Cùi dừa non,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",40.0,3.5,1.7,2.6,3.5,,,,53.0,0.0,87.8,,,,4.0,1.0,6.0
3003,Đậu cô ve,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",321.0,21.8,1.6,54.9,3.5,37.0,,,360.0,0.0,14.0,,,,96.0,,
3004,Đậu đen,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",325.0,24.2,1.7,53.3,4.0,222.0,,,354.0,0.0,14.0,,,,56.0,6.1,3.0
3005,Đậu đũa (hạt),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",320.0,23.7,2.0,51.9,4.3,,,,382.0,0.0,14.0,,,,110.0,6.5,1.0
3006,Đậu hà lan,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",318.0,22.2,1.4,54.1,6.0,,9.0,135.0,303.0,0.0,13.6,,,,57.0,4.4,0.0
3007,Đậu tương ( Đậu nành),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",400.0,34.0,18.4,24.6,4.5,,2.0,1504.0,690.0,0.0,14.0,,,,165.0,11.0,4.0
3008,Đậu trắng hạt (Đậu tây),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",327.0,23.2,2.1,53.8,3.6,128.0,,,514.0,0.0,14.0,,,,160.0,6.8,3.0
3009,Đậu trứng cuốc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",321.0,25.8,2.0,50.0,4.8,0.0,,,,0.0,14.0,,,,,,
3010,Đậu xanh ( Đậu tắt),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",328.0,23.4,2.4,53.1,4.7,,6.0,1132.0,377.0,0.0,14.0,,,,64.0,4.8,4.0
3011,Hạt dẻ to,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",638.0,18.0,59.0,8.7,3.5,,,0.0,510.0,0.0,9.0,,,,61.0,2.3,3.0
3012,Hạt dẻ tươi,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",223.0,4.2,1.1,49.1,,,3.0,447.0,96.0,0.0,44.0,,,,18.0,1.41,36.0
3013,Hạt dẻ khô,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",363.0,6.8,1.8,79.8,,,5.0,726.0,155.0,0.0,8.9,,,,29.0,2.29,59.0
3014,Hạt đen,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",472.0,17.3,29.0,35.5,3.5,,,,255.0,0.0,12.0,,,,84.0,,
3015,Hạt điều,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",605.0,18.8,46.3,28.7,0.6,,12.0,660.0,462.0,0.0,3.4,,,,28.0,3.6,1.0
3016,Hạt mít,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",166.0,0.7,1.1,38.3,,,,,34.0,0.0,58.2,,,,46.0,3.4,
3017,Lạc Hạt,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",573.0,27.5,44.5,15.5,2.5,74.0,4.0,421.0,420.0,0.0,7.5,,,,68.0,2.2,
3018,Quả cọ tươi,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",178.0,2.3,13.4,12.1,3.5,,,,34.0,0.0,67.1,,,,38.0,0.2,
3019,Quả đại hát tươi,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",427.0,20.0,38.0,1.2,3.4,,,,440.0,0.0,35.0,,,,66.0,3.1,
3020,"Vừng ( Đen, Trắng)","Hạt, quả giàu đạm, béo và sản phẩm chế biến",568.0,20.1,46.4,17.6,3.5,62.0,11.0,468.0,629.0,0.0,7.6,,,,975.0,14.55,0.0
3021,Bột đậu tương đã loại béo ( Đậu nành),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",321.0,49.0,1.0,29.0,2.5,,20.0,2384.0,602.0,0.0,14.0,,,,247.0,7.6,0.0
3022,Bột đậu tương rang chín,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",418.0,41.0,18.0,22.9,2.5,,,,540.0,0.0,10.0,,,,189.0,7.5,
3023,Bột đậu xanh,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",347.0,24.6,2.5,56.5,3.9,,6.0,1185.0,100.0,0.0,10.0,,,,50.0,1.0,4.0
3024,Bột lạc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",575.0,27.5,45.0,15.0,2.1,73.0,4.0,414.0,380.0,0.0,8.0,,,,80.0,3.0,
3025,Đậu phụ,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",95.0,10.9,5.4,0.7,0.4,68.0,7.0,121.0,85.0,0.0,82.0,,,,24.0,2.2,0.0
3026,Đậu phụ chúc,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",414.0,50.2,20.8,6.5,0.3,,,,225.0,0.0,18.5,,,,325.0,10.8,
3027,Đậu phụ nướng,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",114.0,13.4,6.4,0.8,0.5,,,,167.0,0.0,78.2,,,,370.0,4.7,
3028,Hạt bí đỏ rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",519.0,35.1,31.8,23.0,2.3,,,,900.0,0.0,3.6,,,,235.0,2.2,
3029,Hạt dương đỏ rang,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",551.0,31.8,39.1,18.0,1.8,,,,751.0,0.0,4.8,,,,237.0,3.0,
3030,Hạt điều khô chiên dầu,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",583.0,18.3,49.3,16.4,0.7,,,,411.0,0.0,12.7,,,,32.0,3.9,
3031,Sữa bột đầu nành,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",405.0,31.1,9.7,48.2,2.2,,,,320.0,0.0,3.5,,,,224.0,7.5,
3032,Sữa đầu nành (100g đậu / lít),"Hạt, quả giàu đạm, béo và sản phẩm chế biến",28.0,3.1,1.6,0.4,0.1,,55.0,124.0,36.0,0.0,94.4,,,,18.0,1.2,
3033,Tàu phớ,"Hạt, quả giàu đạm, béo và sản phẩm chế biến",37.0,2.3,0.2,6.4,0.2,,,,150.0,0.0,90.0,,,,92.0,0.3,
4001,Bầu,"Rau, quả, củ dùng làm rau",14.0,0.6,0.02,2.9,1.0,,2.0,150.0,25.0,0.0,95.1,,,,21.0,0.2,12.0
4002,Bí đao( bí xanh),"Rau, quả, củ dùng làm rau",12.0,0.6,,2.4,1.0,,13.0,150.0,23.0,0.0,95.5,,,,26.0,0.3,16.0
4003,Bí ngô,"Rau, quả, củ dùng làm rau",17.0,0.3,0.1,6.1,0.7,,8.0,349.0,16.0,0.0,92.0,,,,24.0,0.5,8.0
4004,Cà bát,"Rau, quả, củ dùng làm rau",23.0,1.2,0.2,4.0,15.0,,2.0,280.0,16.0,0.0,92.5,,,,12.0,0.7,3.0
4005,Cà chua,"Rau, quả, củ dùng làm rau",20.0,0.6,0.2,4.0,0.8,11.0,12.0,275.0,26.0,0.0,94.0,1.37,1.25,0.0,12.0,1.4,40.0
4006,Cà pháo,"Rau, quả, củ dùng làm rau",20.0,1.5,,3.6,1.6,,7.0,221.0,16.0,0.0,92.5,,,,12.0,0.7,3.0
4007,"Cà rốt( củ đỏ, vàng)","Rau, quả, củ dùng làm rau",39.0,1.5,0.2,7.8,1.2,17.0,52.0,266.0,39.0,0.0,88.5,0.55,0.59,3.59,43.0,0.8,8.0
4008,Cà rốt khô,"Rau, quả, củ dùng làm rau",292.0,9.2,1.5,60.4,9.6,,0.0,0.0,292.0,0.0,14.0,,,,323.0,5.9,
4009,Cà tím,"Rau, quả, củ dùng làm rau",22.0,1.0,,4.5,1.5,21.0,0.0,0.0,34.0,0.0,92.5,,,,15.0,0.4,15.0
4010,Cải bắp,"Rau, quả, củ dùng làm rau",29.0,1.8,0.1,5.3,1.6,22.0,28.0,190.0,31.0,0.0,90.0,1.65,1.79,0.12,48.0,1.1,30.0
4011,Cải bắp đỏ,"Rau, quả, củ dùng làm rau",45.0,1.9,0.2,9.0,4.0,32.0,27.0,243.0,42.0,0.0,84.0,1.53,1.8,0.58,83.0,0.5,60.0
4012,Cải bắp khô,"Rau, quả, củ dùng làm rau",245.0,18.0,1.8,39.7,14.0,,,,106.0,0.0,16.0,,,,300.0,7.5,2.0
4013,Cải cúc,"Rau, quả, củ dùng làm rau",14.0,1.6,,1.9,2.0,,33.0,219.0,38.0,0.0,93.8,,,,63.0,0.8,27.0
4014,Cải soong,"Rau, quả, củ dùng làm rau",15.0,2.1,0.1,1.3,2.0,28.0,85.0,211.0,28.0,0.0,93.7,,,,69.0,1.6,25.0
4015,Cải thìa,"Rau, quả, củ dùng làm rau",17.0,1.4,0.2,2.4,1.8,,25.0,200.0,30.0,0.0,93.2,,,,50.0,0.7,26.0
4016,Cải xanh,"Rau, quả, củ dùng làm rau",16.0,1.7,0.2,1.9,1.8,,29.0,221.0,14.0,0.0,93.8,,,,89.0,1.9,51.0
4017,Cần ta,"Rau, quả, củ dùng làm rau",10.0,1.0,,1.5,1.5,,,,64.0,0.0,95.1,,,,310.0,3.0,6.0
4018,Cần tây,"Rau, quả, củ dùng làm rau",48.0,3.7,0.2,7.9,1.5,,96.0,326.0,128.0,0.0,85.0,0.51,0.55,0.11,325.0,8.0,150.0
4019,Chuối xanh,"Rau, quả, củ dùng làm rau",74.0,1.2,0.5,16.4,1.0,,13.0,256.0,27.0,0.0,80.2,,,,26.0,0.4,31.0
4020,Củ cải đỏ,"Rau, quả, củ dùng làm rau",48.0,1.3,,10.8,0.9,,,,43.0,0.0,86.0,,,,28.0,1.4,20.0
4021,Củ cải trắng,"Rau, quả, củ dùng làm rau",21.0,1.5,0.1,3.6,1.5,,10.0,242.0,41.0,0.0,92.1,,,,40.0,1.1,30.0
4022,Củ cải trắng khô,"Rau, quả, củ dùng làm rau",220.0,17.6,1.5,33.9,17.7,,278.0,3494.0,204.0,0.0,16.0,,,,629.0,6.73,0.0
4023,Củ đậu,"Rau, quả, củ dùng làm rau",28.0,1.0,,6.0,0.7,,,,16.0,0.0,92.0,,,,8.0,,6.0
4024,Củ niễng,"Rau, quả, củ dùng làm rau",30.0,2.0,,5.4,1.8,,,,92.0,0.0,90.2,,,,24.0,1.4,2.0
4025,Dọc củ cải ( non),"Rau, quả, củ dùng làm rau",14.0,1.9,,1.6,1.8,,,,57.0,0.0,93.6,,,,220.0,0.4,72.0
4026,Dọc mùng,"Rau, quả, củ dùng làm rau",5.0,0.4,,0.8,2.0,,,,,0.0,96.0,,,,,,
4027,Dưa chuột,"Rau, quả, củ dùng làm rau",16.0,0.8,0.1,2.9,0.7,7.0,13.0,169.0,27.0,0.0,95.0,0.87,0.76,0.03,23.0,1.0,5.0
4028,Dưa gang,"Rau, quả, củ dùng làm rau",11.0,0.8,,2.0,0.7,,,,37.0,0.0,96.2,,,,25.0,0.4,4.0
4029,Đậu cô ve,"Rau, quả, củ dùng làm rau",73.0,5.0,,13.3,1.0,37.0,96.0,254.0,122.0,0.0,80.0,,,,26.0,0.7,25.0
4030,Đậu đũa,"Rau, quả, củ dùng làm rau",59.0,6.0,0.4,7.9,2.0,,5.0,194.0,16.0,0.0,83.0,,,,47.0,1.6,22.0
4031,Đậu Hà Lan,"Rau, quả, củ dùng làm rau",72.0,6.5,0.4,10.6,1.0,,5.0,244.0,43.0,0.0,81.0,0.39,0.12,4.99,57.0,0.8,27.0
4032,Đậu rồng,"Rau, quả, củ dùng làm rau",34.0,1.9,0.1,6.3,1.6,,,,60.0,0.0,89.5,,,,63.0,1.3,22.0
4033,Đu đủ xanh,"Rau, quả, củ dùng làm rau",22.0,0.8,,4.6,2.0,,7.0,215.0,50.0,0.0,92.1,,,,63.0,0.9,40.0
4034,Gấc,"Rau, quả, củ dùng làm rau",122.0,2.1,7.9,10.5,1.8,,,,6.0,0.0,77.0,,,,56.0,1.2,11.0
4035,Giá đậu tương,"Rau, quả, củ dùng làm rau",79.0,7.7,1.8,8.0,0.7,80.0,14.0,484.0,58.0,0.0,80.8,,,,52.0,1.1,10.0
4036,Giá đậu xanh,"Rau, quả, củ dùng làm rau",44.0,5.5,0.2,5.1,2.0,,23.0,164.0,91.0,0.0,86.5,,,,38.0,1.4,10.0
4037,Hành củ tươi,"Rau, quả, củ dùng làm rau",26.0,1.3,0.4,4.4,0.7,,17.0,212.0,49.0,0.0,92.5,,,,32.0,1.1,10.0
4038,Hành lá (hành hoa),"Rau, quả, củ dùng làm rau",22.0,1.3,,4.3,0.9,,16.0,123.0,41.0,0.0,92.5,,,,80.0,1.0,60.0
4039,Hành tây,"Rau, quả, củ dùng làm rau",41.0,1.8,0.1,8.2,1.1,13.0,8.0,221.0,58.0,0.0,88.0,1.16,1.95,1.16,38.0,0.8,10.0
4040,Hạt sen tươi,"Rau, quả, củ dùng làm rau",161.0,9.5,0.5,29.5,0.8,,1.0,367.0,164.0,0.0,57.9,,,,76.0,1.4,17.0
4041,Hạt sen khô,"Rau, quả, củ dùng làm rau",334.0,20.0,2.4,58.0,2.2,,5.0,1368.0,285.0,0.0,14.0,,,,89.0,6.4,0.0
4042,Hẹ lá,"Rau, quả, củ dùng làm rau",18.0,2.2,0.3,1.5,0.9,,6.0,234.0,45.0,0.0,94.5,,,,56.0,1.3,19.0
4043,Hoa chuối,"Rau, quả, củ dùng làm rau",20.0,1.5,,3.5,2.0,,,,32.0,0.0,92.0,,,,44.0,0.9,5.0
4044,Hoa Lý,"Rau, quả, củ dùng làm rau",23.0,2.9,,2.8,3.0,,,,53.0,0.0,90.5,,,,52.0,1.2,48.0
4045,Khế,"Rau, quả, củ dùng làm rau",16.0,0.6,0.3,2.8,2.6,,2.0,133.0,8.0,0.0,93.5,,,,10.0,0.9,30.0
4046,Lá Lốt,"Rau, quả, củ dùng làm rau",39.0,4.3,,5.4,2.5,,15.0,598.0,980.0,0.0,86.5,,,,260.0,4.1,34.0
4047,Lá me,"Rau, quả, củ dùng làm rau",46.0,7.5,,4.0,,,,,,0.0,86.0,,,,319.0,,
4048,Lá mơ lông,"Rau, quả, củ dùng làm rau",27.0,3.9,,2.9,5.1,,,,3.0,0.0,86.1,,,,211.0,,75.0
4049,Lá sắn tươi,"Rau, quả, củ dùng làm rau",78.0,7.0,,12.6,4.3,,,,27.0,0.0,74.8,,,,200.0,1.9,295.0
4050,Măng chua,"Rau, quả, củ dùng làm rau",11.0,1.4,,1.4,4.1,,9.0,486.0,29.0,0.0,92.8,,,,18.0,0.9,9.0
4051,Măng khô,"Rau, quả, củ dùng làm rau",157.0,13.0,2.1,21.5,36.0,,,,200.0,0.0,23.0,,,,100.0,5.0,1.0
4052,Măng tây,"Rau, quả, củ dùng làm rau",14.0,2.2,0.1,1.1,2.3,23.0,2.0,202.0,6.0,0.0,93.7,,,,21.0,0.9,10.0
4053,Măng tre,"Rau, quả, củ dùng làm rau",15.0,1.7,0.3,1.4,4.1,29.0,4.0,533.0,58.0,0.0,92.0,,,,22.0,1.0,1.0
4054,Mướp,"Rau, quả, củ dùng làm rau",17.0,0.9,0.2,2.8,0.5,,3.0,139.0,45.0,0.0,95.1,,,,28.0,0.8,8.0
4055,Mướp đắng,"Rau, quả, củ dùng làm rau",16.0,0.9,0.2,2.8,1.1,,5.0,296.0,29.0,0.0,94.4,,,,18.0,0.6,22.0
4056,Mướp nhật bản,"Rau, quả, củ dùng làm rau",10.0,0.8,0.0,1.8,1.4,,,,22.0,0.0,95.4,,,,30.0,0.3,
4057,Ngải cứu,"Rau, quả, củ dùng làm rau",25.0,3.8,0.0,2.4,2.0,,,,45.0,0.0,89.7,,,,136.0,3.1,
4058,Ngô bao tử,"Rau, quả, củ dùng làm rau",40.0,2.2,0.2,7.4,0.4,,,,52.0,0.0,89.2,,,,5.0,0.9,34.0
4059,Ngó sen,"Rau, quả, củ dùng làm rau",61.0,1.0,0.1,13.9,1.2,,40.0,556.0,51.0,0.0,82.9,,,,19.0,0.5,25.0
4060,Nụ mướp,"Rau, quả, củ dùng làm rau",30.0,4.9,,2.5,1.5,,,,80.0,0.0,90.0,,,,140.0,1.2,
4061,Ớt đỏ to,"Rau, quả, củ dùng làm rau",23.0,1.0,0.3,4.0,2.0,,2.0,211.0,26.0,0.0,92.2,,,,7.0,0.43,190.0
4062,Ớt vàng to,"Rau, quả, củ dùng làm rau",29.0,1.3,0.2,5.5,1.4,,15.0,275.0,120.0,0.0,91.0,,,,86.0,3.6,250.0
4063,Ớt xanh to,"Rau, quả, củ dùng làm rau",25.0,1.3,0.2,4.5,1.5,,3.0,175.0,25.0,0.0,92.0,,,,6.0,0.8,103.0
4064,Quả doc,"Rau, quả, củ dùng làm rau",19.0,0.8,0.0,3.9,,,,,5.0,0.0,95.0,,,,21.0,,
4065,Quả me chua,"Rau, quả, củ dùng làm rau",27.0,1.9,,4.8,2.0,,,,46.0,0.0,90.3,,,,130.0,0.4,12.0
4066,Rau bí,"Rau, quả, củ dùng làm rau",18.0,2.7,,1.7,1.7,,17.0,390.0,26.0,0.0,93.2,,,,100.0,2.1,11.0
4067,Rau câu khô,"Rau, quả, củ dùng làm rau",198.0,11.2,1.1,35.8,20.8,,102.0,1125.0,124.0,0.0,20.0,,,,378.0,8.8,0.0
4068,Rau câu tươi,"Rau, quả, củ dùng làm rau",25.0,1.9,0.1,4.1,5.0,,9.0,226.0,34.0,0.0,86.2,,,,85.0,0.9,0.0
4069,Rau diếp,"Rau, quả, củ dùng làm rau",14.0,1.2,0.2,1.8,0.5,,37.0,254.0,14.0,0.0,95.7,,,,38.0,1.1,30.0
4070,Rau đay,"Rau, quả, củ dùng làm rau",25.0,2.8,0.3,3.0,1.5,,16.0,417.0,57.0,0.0,91.4,,,,182.0,7.7,77.0
4071,"Rau Giấp Cá , Diếp cá","Rau, quả, củ dùng làm rau",22.0,2.9,,2.7,1.8,,,,,0.0,91.5,,,,,,68.0
4072,Rau giền cơm,"Rau, quả, củ dùng làm rau",21.0,3.4,0.3,1.1,1.6,,20.0,611.0,76.0,0.0,92.0,,,,341.0,4.1,63.0
4073,Rau giền đỏ,"Rau, quả, củ dùng làm rau",41.0,3.3,0.3,6.2,1.6,,56.0,476.0,123.0,0.0,86.2,,,,288.0,5.4,89.0
4074,Rau giền trắng,"Rau, quả, củ dùng làm rau",42.0,3.2,0.4,6.3,1.5,,,,80.0,0.0,86.7,,,,288.0,6.1,27.0
4075,Rau húng,"Rau, quả, củ dùng làm rau",20.0,2.2,0.6,1.5,3.5,,91.0,148.0,83.0,0.0,91.4,,,,202.0,4.8,27.0
4076,Rau khoai lang,"Rau, quả, củ dùng làm rau",23.0,2.6,0.3,2.5,1.4,,19.0,498.0,54.0,0.0,91.9,,,,48.0,2.7,11.0
4077,Rau kinh giới,"Rau, quả, củ dùng làm rau",22.0,2.7,,2.8,3.6,,2.0,211.0,15.0,0.0,90.3,,,,246.0,1.0,110.0
4078,Rau má rừng,"Rau, quả, củ dùng làm rau",25.0,3.1,,3.1,1.5,,,,24.0,0.0,91.1,,,,172.0,0.2,20.0
4079,"Rau má, má mơ","Rau, quả, củ dùng làm rau",20.0,3.2,,1.8,4.5,,,,2.0,0.0,88.2,,,,229.0,3.1,37.0
4080,Rau mồng tơi,"Rau, quả, củ dùng làm rau",14.0,2.0,,1.4,2.5,,38.0,391.0,34.0,0.0,93.2,,,,176.0,1.6,72.0
4081,Rau mùi,"Rau, quả, củ dùng làm rau",16.0,2.6,0.5,0.2,1.8,,46.0,521.0,80.0,0.0,93.3,,,,133.0,4.5,140.0
