ingredient_id,ingredient_name,category,energy_kcal,protein_g,fat_g,carb_g,fiber_g,purine_mg,sodium_mg,potassium_mg,phosphorus_mg,cholesterol_mg,water_g,fructose_g,glucose_g,sucrose_g,calcium_mg,iron_mg,vitamin_c_mg
11002,Dưa chuột hộp,ĐỒ HỘP,8.0,0.3,0.2,1.2,3.1,,1208.0,23.0,16.0,0.0,94.1,,,,12.0,0.3,2.0
11003,Dứa hộp,ĐỒ HỘP,53.0,0.4,0.1,12.7,0.8,,1.0,105.0,12.0,0.0,85.7,,,,20.0,0.3,14.0
11004,Lạc chao dầu,ĐỒ HỘP,680.0,25.7,59.3,10.3,,,,,,0.0,1.8,,,,,,
11005,Mắc coọc nước đường,ĐỒ HỘP,56.0,0.2,0.0,13.7,0.7,,,,16.0,0.0,85.1,,,,20.0,0.4,14.0
11006,Mận nước đường,ĐỒ HỘP,64.0,0.4,0.1,15.4,0.9,,20.0,93.0,15.0,0.0,83.0,,,,16.0,0.86,0.0
11007,Mứt bí ngô,ĐỒ HỘP,198.0,0.5,0.0,49.1,0.7,,,,32.0,0.0,49.4,,,,32.0,,
11008,Mứt cam có vỏ,ĐỒ HỘP,218.0,0.4,0.0,54.2,2.2,,,,22.0,0.0,42.8,,,,28.0,0.26,
11009,Mứt chuối,ĐỒ HỘP,218.0,0.7,0.0,53.9,1.3,,,,,0.0,43.8,,,,28.0,0.3,
11010,Mứt dứa,ĐỒ HỘP,208.0,0.5,0.0,51.5,0.4,,,,16.0,0.0,47.2,,,,20.0,0.3,13.0
11011,Mứt đu đủ,ĐỒ HỘP,178.0,0.4,0.0,44.1,2.0,,,,30.0,0.0,53.2,,,,24.0,,
11012,Nhãn nước đường,ĐỒ HỘP,62.0,0.5,0.0,15.0,1.0,,,,230.0,0.0,83.3,,,,12.0,0.3,32.0
11013,Nước dứa hộp,ĐỒ HỘP,53.0,0.4,0.1,12.6,0.2,,2.0,130.0,12.0,0.0,86.4,,,,32.0,0.3,41.0
11014,Vải nuớc đường,ĐỒ HỘP,60.0,0.4,0.0,14.7,1.1,,,,160.0,0.0,83.6,,,,8.0,0.6,10.0
11015,Cá thu hộp,ĐỒ HỘP,207.0,24.8,12.0,0.0,,,,,260.0,,57.5,0.0,0.0,0.0,50.0,1.6,
11016,Cá trích hộp,ĐỒ HỘP,233.0,22.3,14.4,3.5,,,,,437.0,,56.7,,,,86.0,2.3,
11017,Thịt bò hộp,ĐỒ HỘP,251.0,16.4,20.6,0.0,,,,,250.0,,61.4,0.0,0.0,0.0,13.0,2.9,
11018,Thịt gà hộp,ĐỒ HỘP,273.0,17.0,22.8,0.0,,,,,138.0,,59.0,0.0,0.0,0.0,108.0,2.8,
11019,Thịt lợn hộp,ĐỒ HỘP,344.0,17.4,29.3,2.7,,,,,200.0,,49.0,,,,9.0,1.2,0.0
11021,"Thịt lợn, thịt bò xay hộp",ĐỒ HỘP,224.0,16.0,20.0,0.0,,,,,120.0,,62.8,0.0,0.0,0.0,8.0,2.1,1.0
11022,Thịt vịt hầm,ĐỒ HỘP,224.0,19.6,16.2,0.0,,,,,,,59.9,0.0,0.0,0.0,,,0.0
12001,Bánh bích cốt,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",346.0,12.3,1.3,71.3,0.8,,,,231.0,0.0,12.0,,,,39.0,2.7,0.0
12002,Bánh bích quy,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",376.0,8.8,4.5,75.1,0.5,,,,79.0,0.0,10.4,,,,75.0,3.6,0.0
12003,Bánh chả,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",395.0,3.4,6.6,80.5,1.0,,,,29.0,0.0,8.0,,,,42.0,1.9,0.0
12004,Bánh con cá,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",368.0,7.5,2.2,79.6,0.2,,,,99.0,0.0,10.0,,,,54.0,2.9,0.0
12005,Bánh đậu xanh,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",416.0,15.6,11.5,62.4,1.1,,,,273.0,0.0,6.8,,,,111.0,3.4,0.0
12006,Bánh kem xốp,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",492.0,8.3,24.0,60.7,3.5,,,,125.0,0.0,1.9,,,,86.0,0.8,0.0
12007,Bánh khảo chay,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",376.0,3.2,0.3,90.2,0.2,,,,1.0,0.0,5.8,,,,2.0,0.1,0.0
12008,Bánh quế,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",435.0,8.3,10.7,76.4,0.3,,,,115.0,0.0,3.6,,,,33.0,2.0,0.0
12009,Bánh sô cô la,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",449.0,3.9,17.6,68.8,0.0,,,,142.0,0.0,8.5,,,,58.0,3.7,0.0
12010,Bánh thỏi sô cô la,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",543.0,4.9,30.4,62.5,,,,,280.0,0.0,0.8,,,,280.0,1.5,0.0
12011,Bánh trứng nhện,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",369.0,9.6,3.7,74.2,0.2,,,,140.0,0.0,11.6,,,,76.0,3.9,0.0
12012,Bột ca cao,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",414.0,19.6,13.7,53.0,4.6,,21.0,1524.0,734.0,0.0,3.0,,,,128.0,13.86,0.0
12013,Đường cát,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",390.0,0.0,0.0,97.4,0.0,0.0,39.0,346.0,72.0,0.0,1.7,,,,0.04,5.2,90.61
12014,Đường kính,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",397.0,0.0,0.0,99.3,0.0,,,2.0,0.0,0.0,0.5,,,,0.0,0.06,0.0
12015,Kẹo bơ cứng,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",448.0,2.1,17.2,71.1,0.0,,,,64.0,0.0,8.8,,,,64.0,0.76,0.0
12016,Kẹo cà phê,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",378.0,0.0,1.3,91.5,0.0,,,,,0.0,6.6,,,,,,0.0
12017,Kẹo cam chanh,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",377.0,0.0,0.5,93.1,0.3,,,,12.0,0.0,5.4,,,,23.0,1.4,0.0
12018,Kẹo dừa mềm,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",415.0,0.6,12.2,75.6,2.5,,,,7.0,0.0,8.5,,,,16.0,0.4,0.0
12019,Kẹo dứa mềm,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",415.0,0.6,12.2,75.6,2.5,,,,7.0,0.0,8.5,,,,16.0,0.4,0.0
12020,Kẹo lạc,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",449.0,10.3,16.5,64.8,2.2,,,,,0.0,5.0,,,,,,0.0
12021,Kẹo Pastille ( Kẹo ngậm bạc hà),"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",356.0,5.2,0.0,83.8,,,,,18.0,0.0,10.2,,,,96.0,1.6,0.0
12022,Kẹo sô cô la,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",388.0,1.6,4.6,85.1,1.2,,,,,0.0,6.8,,,,,,0.0
12023,Kẹo sữa,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",390.0,2.9,5.2,83.0,,,,,,0.0,8.4,,,,,,0.0
12024,Kẹo vừng viên,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",417.0,2.8,6.9,85.9,1.7,,,,,0.0,1.7,,,,,,0.0
12025,Mạch nha,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",331.0,0.2,0.0,82.5,0.0,,,,,0.0,15.0,,,,,,0.0
12026,Mật ong,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",327.0,0.4,0.0,81.3,0.0,,4.0,52.0,16.0,0.0,18.0,40.39,35.27,0.88,5.0,0.9,4.0
12027,Mứt lạ,"ĐỒ NGỌT (ĐƯỜNG, BÁNH, MỨT, KẸO)",431.0,5.4,8.6,82.9,0.7,,,,,0.0,1.8,,,,,,0.0
13001,Cary bột,"GIA VỊ, NƯỚC CHẤM",283.0,8.2,7.3,46.0,8.9,,,,421.0,0.0,10.0,,,,906.0,,
13002,Gừng khô ( bột),"GIA VỊ, NƯỚC CHẤM",323.0,9.1,5.9,58.3,12.5,,32.0,1343.0,148.0,0.0,9.4,1.78,1.22,0.2,180.0,11.52,7.0
13003,Gừng tươi,"GIA VỊ, NƯỚC CHẤM",29.0,0.4,0.8,5.1,3.3,,7.0,316.0,8.0,0.0,90.0,,,,60.0,2.5,5.0
13004,Hạt tiêu,"GIA VỊ, NƯỚC CHẤM",231.0,7.0,7.4,34.1,33.5,,44.0,1259.0,44.0,0.0,13.5,,,,732.0,4.6,0.0
13005,Muối,"GIA VỊ, NƯỚC CHẤM",0.0,0.0,0.0,0.0,0.0,0.0,38758.0,4.0,70.0,0.0,1.0,0.0,0.0,0.0,150.0,0.81,0.0
13006,"Nghệ khô, bột","GIA VỊ, NƯỚC CHẤM",11.4,7.8,9.9,43.8,21.1,,38.0,2525.0,284.0,0.0,11.4,0.45,0.38,2.38,146.0,18.6,26.0
13007,Nghệ tươi,"GIA VỊ, NƯỚC CHẤM",25.0,1.1,0.3,4.4,6.5,,52.0,587.0,22.0,0.0,86.7,,,,12.0,,4.0
13008,Ớt khô bột,"GIA VỊ, NƯỚC CHẤM",227.0,15.6,4.2,31.8,23.6,,,,380.0,0.0,12.0,,,,85.0,17.0,0.0
13009,Riềng,"GIA VỊ, NƯỚC CHẤM",26.0,0.3,,2.5,3.7,,,,28.0,0.0,91.7,,,,24.0,,0.0
13010,Magi,"GIA VỊ, NƯỚC CHẤM",65.0,10.5,0.1,5.6,0.0,,5586.0,212.0,130.0,0.0,66.0,,,,20.0,2.38,0.0
13011,Mắm tôm đăc,"GIA VỊ, NƯỚC CHẤM",73.0,14.8,1.5,0.0,0.0,,,,,,48.0,0.0,0.0,0.0,,,0.0
13012,Mắm tôm loãng,"GIA VỊ, NƯỚC CHẤM",44.0,7.0,0.8,2.1,0.0,,,,226.0,,68.6,0.0,0.0,0.0,645.0,,0.0
13013,Mắm tép chua,"GIA VỊ, NƯỚC CHẤM",68.0,8.7,1.2,5.5,0.0,,,,,,55.5,0.0,0.0,0.0,,,0.0
13014,Nước mắm cá ( loại đặt biệt),"GIA VỊ, NƯỚC CHẤM",60.0,15.0,0.0,0.0,0.0,,,,247.0,,60.0,0.0,0.0,0.0,387.0,2.7,0.0
13015,Nước mắm cá ( loại I),"GIA VỊ, NƯỚC CHẤM",28.0,119.0,7.1,0.0,0.0,,,,247.0,0.0,67.9,,,,387.0,2.7,0.0
13016,Nước mắm cá ( loại II),"GIA VỊ, NƯỚC CHẤM",21.0,5.2,0.0,0.0,0.0,,,,116.0,0.0,66.8,0.0,0.0,0.0,314.0,1.9,0.0
13017,Nước mắm cá,"GIA VỊ, NƯỚC CHẤM",35.0,5.1,0.01,3.6,0.0,,0.2,7720.0,288.0,0.0,71.1,0.0,0.0,0.0,43.0,0.78,1.0
13018,Nước mắm cô,"GIA VỊ, NƯỚC CHẤM",131.0,32.8,0.0,0.0,0.0,,,,,0.0,20.2,0.0,0.0,0.0,,,0.0
13019,Tương ngô,"GIA VỊ, NƯỚC CHẤM",75.0,3.9,0.1,14.5,0.0,,,,,0.0,70.3,0.0,0.0,0.0,,,0.0
13020,Tương nếp,"GIA VỊ, NƯỚC CHẤM",86.0,4.3,0.7,15.7,0.0,,,,,0.0,68.3,0.0,0.0,0.0,,,0.0
13021,Tương ớt,"GIA VỊ, NƯỚC CHẤM",37.0,0.5,0.5,7.6,0.9,,25.0,564.0,16.0,0.0,84.0,,,,9.0,0.5,30.0
13022,Xì dầu,"GIA VỊ, NƯỚC CHẤM",53.0,6.3,0.04,6.8,0.8,,125.0,217.0,5637.0,0.0,70.8,,,,19.0,1.93,0.0
13023,Sốt mayonnsaise,"GIA VỊ, NƯỚC CHẤM",701.0,0.0,77.8,0.1,0.0,,486.0,14.0,25.0,0.0,21.7,,,,7.0,0.23,0.0
14001,"Bia ( cồn: 4,5 g)","Nước giải khát, bia rượu",11.0,0.5,0.0,2.3,0.0,,4.0,27.0,26.0,0.0,92.5,,,,6.0,0.1,0.0
14002,Cô nhắc ( cồn 32 g),"Nước giải khát, bia rượu",0.0,0.0,0.0,0.0,0.0,,,,,0.0,67.8,,,,,,0.0
14003,Cốc tain ( cồn 13 g),"Nước giải khát, bia rượu",63.0,0.0,0.0,15.7,0.0,,,,6.0,0.0,71.0,,,,6.0,0.36,0.0
14004,Coca Cola,"Nước giải khát, bia rượu",42.0,0.0,0.0,10.4,0.0,,,,15.0,0.0,89.4,,,,8.0,0.0,0.0
14005,Nước cam tươi,"Nước giải khát, bia rượu",23.0,0.7,0.2,4.5,0.2,,1.0,200.0,16.0,0.0,94.1,,,,26.0,0.3,54.0
14006,Nước dừa non tươi,"Nước giải khát, bia rượu",21.0,0.4,0.0,4.8,0.0,,,,29.0,0.0,94.4,,,,60.0,0.3,1.0
14007,Nước ép cà chua,"Nước giải khát, bia rượu",19.0,0.8,0.6,2.6,0.4,,269.0,229.0,13.0,0.0,94.6,,,,8.0,0.3,7.0
14008,Nước khoáng,"Nước giải khát, bia rượu",0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,99.7,0.0,0.0,0.0,5.0,0.01,0.0
14009,Nước quít tươi,"Nước giải khát, bia rượu",24.0,0.4,0.2,5.1,0.2,,1.0,178.0,24.0,0.0,93.8,,,,20.0,0.2,47.0
14010,"Rượu cam, chanh ( cồn 24,2g)","Nước giải khát, bia rượu",0.0,0.0,0.0,0.0,0.0,,,,,0.0,75.8,,,,,,0.0
14011,Rượu nếp ( 80g/ 24 ml) ( cồn 5 g),"Nước giải khát, bia rượu",167.0,4.0,0.0,37.7,0.2,,,,,0.0,52.4,,,,,,0.0
14012,Rượu trắng ( cồn 39 g),"Nước giải khát, bia rượu",273.0,0.0,0.0,0.0,0.0,,,,,0.0,61.0,,,,,,0.0
14013,Rượu vang đỏ ( cồn 9.5 g),"Nước giải khát, bia rượu",9.0,0.2,0.0,2.0,0.0,,,,10.0,0.0,88.0,,,,8.0,0.82,0.0
14014,Rượu vang trắng ( cồn 9.5 g),"Nước giải khát, bia rượu",1.0,0.1,0.0,0.2,0.0,,4.0,61.0,6.0,0.0,89.9,0.1,0.1,0.0,9.0,0.5,0.0
14015,Rượu vang trăng ngọt ( cồn 10.2 g),"Nước giải khát, bia rượu",24.0,0.2,0.0,5.9,0.0,,13.0,110.0,13.0,0.0,83.4,3.0,2.9,0.0,14.0,0.58,0.0
14016,Rượu Whisky ( 35.2 g),"Nước giải khát, bia rượu",0.0,0.0,0.0,0.0,0.0,,,,,0.0,64.7,0.0,0.0,0.0,2.0,,0.0
